"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
29217379,4,"Zunita","Zakaria","Z","Bacteriology Lab, Department of Veterinary Pathology and Microbiology, Faculty of Veterinary Medicine, Universiti Putra Malaysia, Serdang Selangor, 43400, Malaysia."
29217379,5,"Abdul Rahim","Mutalib","AR","Department of Veterinary Laboratory Diagnostics Services Unit, Faculty of Veterinary Medicine, Universiti Putra Malaysia, Serdang Selangor, 43400, Malaysia."
29217379,6,"Faruku","Bande","F","Bacteriology Lab, Department of Veterinary Pathology and Microbiology, Faculty of Veterinary Medicine, Universiti Putra Malaysia, Serdang Selangor, 43400, Malaysia; Veterinary Services Division, Ministry of Animal Health and Fisheries Development, Usman Faruk Secretariat Complex, 840245, Sokoto, Nigeria."
29220718,1,"Arnau","Casanovas-Massana","A","Department of Epidemiology of Microbial Diseases, School of Public Health, Yale University, 60 College Street, New Haven, CT, USA."
29220718,2,"Federico","Costa","F","Department of Epidemiology of Microbial Diseases, School of Public Health, Yale University, 60 College Street, New Haven, CT, USA; Centro de Pesquisas Gonçalo Moniz, Fundação Oswaldo Cruz, Ministério da Saúde, Rua Waldemar Falcão, 121, Salvador, Bahia, Brazil; Instituto de Saúde Coletiva, Universidade Federal da Bahia, Rua Basílio da Gama, s/n, Campus Universitário Canela, Salvador, Bahia, Brazil."
29220718,3,"Irina N","Riediger","IN","Centro de Pesquisas Gonçalo Moniz, Fundação Oswaldo Cruz, Ministério da Saúde, Rua Waldemar Falcão, 121, Salvador, Bahia, Brazil; Laboratório Central do Estado do Paraná, Curitiba, Paraná, Brazil, Rua Sebastiana Santana Fraga, 1001, Guatupê, São José dos Pinhais, Paraná, Brazil."
29220718,4,"Marcelo","Cunha","M","Escola Nacional de Saúde Pública, Fundação Oswaldo Cruz, Rua Leopoldo Bulhões, 1480 - Manguinhos, Rio de Janeiro, Brazil."
29220718,5,"Daiana","de Oliveira","D","Centro de Pesquisas Gonçalo Moniz, Fundação Oswaldo Cruz, Ministério da Saúde, Rua Waldemar Falcão, 121, Salvador, Bahia, Brazil."
29220718,6,"Diogenes C","Mota","DC","Centro de Pesquisas Gonçalo Moniz, Fundação Oswaldo Cruz, Ministério da Saúde, Rua Waldemar Falcão, 121, Salvador, Bahia, Brazil."
29220718,7,"Erica","Sousa","E","Centro de Pesquisas Gonçalo Moniz, Fundação Oswaldo Cruz, Ministério da Saúde, Rua Waldemar Falcão, 121, Salvador, Bahia, Brazil."
29220718,8,"Vladimir A","Querino","VA","Centro de Pesquisas Gonçalo Moniz, Fundação Oswaldo Cruz, Ministério da Saúde, Rua Waldemar Falcão, 121, Salvador, Bahia, Brazil."
29220718,9,"Nivisson","Nery","N","Centro de Pesquisas Gonçalo Moniz, Fundação Oswaldo Cruz, Ministério da Saúde, Rua Waldemar Falcão, 121, Salvador, Bahia, Brazil."
29220718,10,"Mitermayer G","Reis","MG","Department of Epidemiology of Microbial Diseases, School of Public Health, Yale University, 60 College Street, New Haven, CT, USA; Centro de Pesquisas Gonçalo Moniz, Fundação Oswaldo Cruz, Ministério da Saúde, Rua Waldemar Falcão, 121, Salvador, Bahia, Brazil."
29220718,11,"Elsio A","Wunder","EA","Department of Epidemiology of Microbial Diseases, School of Public Health, Yale University, 60 College Street, New Haven, CT, USA."
29220718,12,"Peter J","Diggle","PJ","Faculty of Health and Medicine, University of Lancaster, Lancaster LA1 4YG, United Kingdom."
29220718,13,"Albert I","Ko","AI","Department of Epidemiology of Microbial Diseases, School of Public Health, Yale University, 60 College Street, New Haven, CT, USA; Centro de Pesquisas Gonçalo Moniz, Fundação Oswaldo Cruz, Ministério da Saúde, Rua Waldemar Falcão, 121, Salvador, Bahia, Brazil. Electronic address: albert.ko@yale.edu."
29233193,1,"Elisabeth Lindahl","Rajala","EL","Division of Reproduction, Department of Clinical Sciences, Swedish University of Agricultural Sciences, P.O. Box 7054, 750 07, Uppsala, Sweden. elisabeth.rajala@slu.se."
29233193,2,"Nosirjon","Sattorov","N","Tajik Agrarian University, P.O. Box 734003, Dushanbe, Tajikistan."
29233193,3,"Sofia","Boqvist","S","Division of Food Safety and Bacteriology, Department of Biomedical Sciences and Veterinary Public Health, Swedish University of Agricultural Sciences, P.O. Box 7036, 750 07, Uppsala, Sweden."
29233193,4,"Ulf","Magnusson","U","Division of Reproduction, Department of Clinical Sciences, Swedish University of Agricultural Sciences, P.O. Box 7054, 750 07, Uppsala, Sweden."
29236931,1,"Luisa Z","Moreno","LZ","Laboratório de Epidemiologia Molecular e Resistência a Antimicrobianos, Faculdade de Medicina Veterinária e Zootecnia, Universidade de São Paulo, São Paulo, SP, Brasil."
29236931,2,"Fabiana","Miraglia","F","Laboratório de Bacteriologia Veterinária, Departamento de Microbiologia e Parasitologia, Universidade Federal Fluminense, Niterói, RJ, Brasil."
29236931,3,"Frederico S","Kremer","FS","Centro de Desenvolvimento Tecnológico, Universidade Federal de Pelotas, Pelotas, RS, Brasil."
29236931,4,"Marcus R","Eslabao","MR","Centro de Desenvolvimento Tecnológico, Universidade Federal de Pelotas, Pelotas, RS, Brasil."
29236931,5,"Odir A","Dellagostin","OA","Centro de Desenvolvimento Tecnológico, Universidade Federal de Pelotas, Pelotas, RS, Brasil."
29236931,6,"Walter","Lilenbaum","W","Laboratório de Bacteriologia Veterinária, Departamento de Microbiologia e Parasitologia, Universidade Federal Fluminense, Niterói, RJ, Brasil."
29236931,7,"Julio C","Freitas","JC","Departamento de Medicina Veterinária Preventiva, Universidade Estadual de Londrina, Londrina, PR, Brasil."
29236931,8,"Silvio A","Vasconcellos","SA","Laboratório de Epidemiologia Molecular e Resistência a Antimicrobianos, Faculdade de Medicina Veterinária e Zootecnia, Universidade de São Paulo, São Paulo, SP, Brasil."
29236931,9,"Marcos B","Heinemann","MB","Laboratório de Epidemiologia Molecular e Resistência a Antimicrobianos, Faculdade de Medicina Veterinária e Zootecnia, Universidade de São Paulo, São Paulo, SP, Brasil."
29236931,10,"Andrea M","Moreno","AM","Laboratório de Epidemiologia Molecular e Resistência a Antimicrobianos, Faculdade de Medicina Veterinária e Zootecnia, Universidade de São Paulo, São Paulo, SP, Brasil."
29250519,1,"Diego Montenegro","Lopez","DM","Laboratório de Doenças Parasitárias, Instituto Oswaldo Cruz (IOC)/Fiocruz, Rio de Janeiro, Brasil."
29250519,2,"Flávio Luis","de Mello","FL","Laboratory of Machine Intelligence and Computation Models, Electronic and Computer Engineering Department, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil."
29250519,3,"Cristina Maria","Giordano Dias","CM","Secretaria de Estado de Saúde do Rio de Janeiro - SES, Rio de Janeiro, Brasil."
29250519,4,"Paula","Almeida","P","Secretaria de Estado de Saúde do Rio de Janeiro - SES, Rio de Janeiro, Brasil."
29250519,5,"Milton","Araújo","M","Secretaria de Estado de Saúde do Rio de Janeiro - SES, Rio de Janeiro, Brasil."
29250519,6,"Monica Avelar","Magalhães","MA","Instituto de Comunicação e Informação Científica e Tecnologia em Saúde - ICICT, Rio de Janeiro, Brasil."
29250519,7,"Gilberto Salles","Gazeta","GS","Laboratório de Referência Nacional em Vetores das Riquetsioses, IOC/Fiocruz, Rio de Janeiro, Brasil."
29250519,8,"Reginaldo Peçanha","Brasil","RP","Laboratório de Doenças Parasitárias, Instituto Oswaldo Cruz (IOC)/Fiocruz, Rio de Janeiro, Brasil."
29253158,1,"Alessandra","Nava","A","Alessandra Nava, PhD, is a researcher at FIOCRUZ ILMD in Manaus, Brazil. Dr. Nava is part of Cnpq Research Group Ecology of Transmissible Diseases in Amazon, serves on the executive board of the International Association for Ecology and Health, and IUCN Peccaries specialist group. Juliana Suieko Shimabukuro, MSc, is a PhD student at University of São Paulo in São Paulo, Brazil. Aleksei A. Chmura, BSc, is a program coordinator at EcoHealth Alliance in New York, NY, USA and a PhD student at Kingston University in London, United Kingdom. Sérgio Luiz Bessa Luz, PhD, is Director at Instituto Lêonidas e Maria Deane FIOCRUZ Amazônia in Amazonas, Brazil."
29253158,2,"Juliana Suieko","Shimabukuro","JS","Alessandra Nava, PhD, is a researcher at FIOCRUZ ILMD in Manaus, Brazil. Dr. Nava is part of Cnpq Research Group Ecology of Transmissible Diseases in Amazon, serves on the executive board of the International Association for Ecology and Health, and IUCN Peccaries specialist group. Juliana Suieko Shimabukuro, MSc, is a PhD student at University of São Paulo in São Paulo, Brazil. Aleksei A. Chmura, BSc, is a program coordinator at EcoHealth Alliance in New York, NY, USA and a PhD student at Kingston University in London, United Kingdom. Sérgio Luiz Bessa Luz, PhD, is Director at Instituto Lêonidas e Maria Deane FIOCRUZ Amazônia in Amazonas, Brazil."
29253158,3,"Aleksei A","Chmura","AA","Alessandra Nava, PhD, is a researcher at FIOCRUZ ILMD in Manaus, Brazil. Dr. Nava is part of Cnpq Research Group Ecology of Transmissible Diseases in Amazon, serves on the executive board of the International Association for Ecology and Health, and IUCN Peccaries specialist group. Juliana Suieko Shimabukuro, MSc, is a PhD student at University of São Paulo in São Paulo, Brazil. Aleksei A. Chmura, BSc, is a program coordinator at EcoHealth Alliance in New York, NY, USA and a PhD student at Kingston University in London, United Kingdom. Sérgio Luiz Bessa Luz, PhD, is Director at Instituto Lêonidas e Maria Deane FIOCRUZ Amazônia in Amazonas, Brazil."
29253158,4,"Sérgio Luiz Bessa","Luz","SLB","Alessandra Nava, PhD, is a researcher at FIOCRUZ ILMD in Manaus, Brazil. Dr. Nava is part of Cnpq Research Group Ecology of Transmissible Diseases in Amazon, serves on the executive board of the International Association for Ecology and Health, and IUCN Peccaries specialist group. Juliana Suieko Shimabukuro, MSc, is a PhD student at University of São Paulo in São Paulo, Brazil. Aleksei A. Chmura, BSc, is a program coordinator at EcoHealth Alliance in New York, NY, USA and a PhD student at Kingston University in London, United Kingdom. Sérgio Luiz Bessa Luz, PhD, is Director at Instituto Lêonidas e Maria Deane FIOCRUZ Amazônia in Amazonas, Brazil."
29261446,1,"C LeAnn","White","CL","1   US Geological Survey-National Wildlife Health Center, 6006 Schroeder Road, Madison, Wisconsin 53711, USA."
29261446,2,"Emily W","Lankau","EW","1   US Geological Survey-National Wildlife Health Center, 6006 Schroeder Road, Madison, Wisconsin 53711, USA."
29261446,3,"Deanna","Lynch","D","4   US Fish and Wildlife Service, Washington Fish and Wildlife Office, 510 Desmond Drive, Suite 102, Lacey, Washington 98503, USA."
29261446,4,"Susan","Knowles","S","1   US Geological Survey-National Wildlife Health Center, 6006 Schroeder Road, Madison, Wisconsin 53711, USA."
29261446,5,"Krysten L","Schuler","KL","1   US Geological Survey-National Wildlife Health Center, 6006 Schroeder Road, Madison, Wisconsin 53711, USA."
29261446,6,"Jitender P","Dubey","JP","5   US Department of Agriculture, Agricultural Research Service, Animal Parasitic Disease Laboratory, Building 1001, Beltsville, Maryland 20705, USA."
29261446,7,"Valerie I","Shearn-Bochsler","VI","1   US Geological Survey-National Wildlife Health Center, 6006 Schroeder Road, Madison, Wisconsin 53711, USA."
29261446,8,"Marcos","Isidoro-Ayza","M","1   US Geological Survey-National Wildlife Health Center, 6006 Schroeder Road, Madison, Wisconsin 53711, USA."
29261446,9,"Nancy J","Thomas","NJ","1   US Geological Survey-National Wildlife Health Center, 6006 Schroeder Road, Madison, Wisconsin 53711, USA."
29267587,1,"Paulina","Meny","P","Universidad de la República, Uruguay."
29267587,2,"Clara","Menéndez","C","Universidad de la República, Uruguay."
29267587,3,"Jair","Quintero","J","Universidad de la República, Uruguay."
29267587,4,"Elba","Hernández","E","Universidad de la República, Uruguay."
29267587,5,"Cristina","Ríos","C","Universidad de la República, Uruguay."
29267587,6,"Ilana Teruszkin","Balassiano","IT","Instituto Osvaldo Cruz, Centro de Referência Nacional para Leptospirose, WHO Collaborating Center for Leptospirosis, Laboratório de Zoonoses Bacterianas, Rio de Janeiro, Rio de Janeiro, Brazil."
29267587,7,"Camilla Nunes Dos Reis","Trindade","CNDR","Instituto Osvaldo Cruz, Centro de Referência Nacional para Leptospirose, WHO Collaborating Center for Leptospirosis, Laboratório de Zoonoses Bacterianas, Rio de Janeiro, Rio de Janeiro, Brazil."
29267587,8,"Juliana Magalhães","Vital-Brazil","JM","Instituto Osvaldo Cruz, Centro de Referência Nacional para Leptospirose, WHO Collaborating Center for Leptospirosis, Laboratório de Zoonoses Bacterianas, Rio de Janeiro, Rio de Janeiro, Brazil."
29267587,9,"Tatiane Mendes Varela","Ramos","TMV","Instituto Osvaldo Cruz, Centro de Referência Nacional para Leptospirose, WHO Collaborating Center for Leptospirosis, Laboratório de Zoonoses Bacterianas, Rio de Janeiro, Rio de Janeiro, Brazil."
29267587,10,"Natalia","Ashfield","N","Universidad de la República, Uruguay."
29267587,11,"Camila","Feble","C","Universidad de la República, Uruguay."
29267587,12,"Esthefani","Avila","E","Universidad de la República, Uruguay."
29267587,13,"Felipe","Schelotto","F","Universidad de la República, Uruguay."
29267587,14,"Gustavo","Varela","G","Universidad de la República, Uruguay."
29267717,1,"Maria Ines","Rosa","MI","Programa de Pós-Graduação em Saúde Coletiva, Universidade do Extremo Sul Catarinense (UNESC). Av. Universitária 1105, Bairro Universitário. 88806-000 Criciúma SC Brasil. mir@unesc.net."
29267717,2,"Maria Fernandes Dos","Reis","MFD","Programa de Pós-Graduação em Ciências da Saúde, UNESC. Criciúma SC Brasil."
29267717,3,"Carla","Simon","C","Laboratório de Epidemiologia, UNESC. Criciúma SC Brasil."
29267717,4,"Eduardo","Dondossola","E","Laboratório de Epidemiologia, UNESC. Criciúma SC Brasil."
29267717,5,"Maria Cecília","Alexandre","MC","Laboratório de Epidemiologia, UNESC. Criciúma SC Brasil."
29267717,6,"Tamy","Colonetti","T","Programa de Pós-Graduação em Ciências da Saúde, UNESC. Criciúma SC Brasil."
29267717,7,"Fernanda Oliveira","Meller","FO","Programa de Pós-Graduação em Saúde Coletiva, Universidade do Extremo Sul Catarinense (UNESC). Av. Universitária 1105, Bairro Universitário. 88806-000 Criciúma SC Brasil. mir@unesc.net."
29284246,1,"Natalia","Vasylieva","N","Department of Infectious Diseases and Epidemiology, I. Ya. Horbachevsky State Medical University, Ternopil, Ukraine. Vasylyeva@tdmu.edu.ua."
29284246,2,"Mykhaylo","Andreychyn","M","Corresponding member of the National Academy of Medical Sciences of Ukraine, Department of Infectious Diseases and Epidemiology, I. Ya. Horbachevsky State Medical University, Ternopil, Ukraine. Andreychyn@tdmu.edu.ua."
29284246,3,"Yulia","Kravchuk","Y","SI ""Ternopil Regional Laboratory Centre of the Ministry of Health of Ukraine"". kravchuk1983@mail.ua."
29284246,4,"Оlena","Chervinska","О","Ternopil State Regional Laboratory of Veterinary, Ukraine. infdis@ukr.net."
29284246,5,"Iaryna","Iosyk","I","Infectious Diseases and Epidemiology Department, I. Ya. Horbachevsky State Medical University, Ternopil, Ukraine. josyk.jaryna@gmail.com."
29286406,1,"Kristel","Lourdault","K","Veterans Affairs Greater Los Angeles Healthcare System; Departments of Medicine, David Geffen School of Medicine at University of California Los Angeles; kristel.lourdault@gmail.com."
29286406,2,"James","Matsunaga","J","Veterans Affairs Greater Los Angeles Healthcare System; Departments of Medicine, David Geffen School of Medicine at University of California Los Angeles."
29286406,3,"Karen V","Evangelista","KV","Veterans Affairs Greater Los Angeles Healthcare System; Departments of Medicine, David Geffen School of Medicine at University of California Los Angeles."
29286406,4,"David A","Haake","DA","Veterans Affairs Greater Los Angeles Healthcare System; Departments of Medicine, David Geffen School of Medicine at University of California Los Angeles; Departments of Urology, David Geffen School of Medicine at University of California Los Angeles; Departments of Microbiology, Immunology, and Molecular Genetics, University of California Los Angeles."
29305960,1,"Geoffroy","Liegeon","G","Institut Pasteur, Biology of Spirochetes Unit, French National Reference Centre for Leptospirosis, Paris, France."
29305960,2,"Tristan","Delory","T","Assistance publique-Hôpitaux de Paris, Hopital Saint-Louis, Paris, Department of Infectious Diseases, Paris, France."
29305960,3,"Mathieu","Picardeau","M","Institut Pasteur, Biology of Spirochetes Unit, French National Reference Centre for Leptospirosis, Paris, France. Electronic address: mathieu.picardeau@pasteur.fr."
29312788,1,"Nao","Umei","N","Department of Surgical Intensive Care Medicine, Nippon Medical School Hospital, Tokyo, Japan."
29312788,2,"Shingo","Ichiba","S","Department of Surgical Intensive Care Medicine, Nippon Medical School Hospital, Tokyo, Japan."
29318786,1,"G G","Ballados-González","GG","Facultad de Medicina Veterinaria y Zootecnia, región Veracruz, Universidad Veracruzana, Veracruz, México."
29318786,2,"S","Sánchez-Montes","S","Unidad de Investigación en Medicina Experimental, Centro de Medicina Tropical, Facultad de Medicina, Universidad Nacional Autónoma de México, Mexico City, México."
29318786,3,"D","Romero-Salas","D","Facultad de Medicina Veterinaria y Zootecnia, región Veracruz, Universidad Veracruzana, Veracruz, México."
29318786,4,"P","Colunga Salas","P","Unidad de Investigación en Medicina Experimental, Centro de Medicina Tropical, Facultad de Medicina, Universidad Nacional Autónoma de México, Mexico City, México."
29318786,5,"R","Gutiérrez-Molina","R","Facultad de Medicina Veterinaria y Zootecnia, región Veracruz, Universidad Veracruzana, Veracruz, México."
29318786,6,"L","León-Paniagua","L","Departamento de Biología Evolutiva, Facultad de Ciencias, Museo de Zoología ""Alfonso L. Herrera"", Universidad Nacional Autónoma de México, Mexico City, México."
29318786,7,"I","Becker","I","Unidad de Investigación en Medicina Experimental, Centro de Medicina Tropical, Facultad de Medicina, Universidad Nacional Autónoma de México, Mexico City, México."
29318786,8,"M L","Méndez-Ojeda","ML","Facultad de Medicina Veterinaria y Zootecnia, región Veracruz, Universidad Veracruzana, Veracruz, México."
29318786,9,"C","Barrientos-Salcedo","C","Facultad de Bioanálisis, región Veracruz, Universidad Veracruzana, Veracruz, México."
29318786,10,"R","Serna-Lagunes","R","Unidad de Manejo y Conservación de Recursos Genéticos, Facultad de Ciencias Biológicas y Agropecuarias, región Orizaba-Córdoba, Universidad Veracruzana, Veracruz, México."
29318786,11,"A","Cruz-Romero","A","Facultad de Medicina Veterinaria y Zootecnia, región Veracruz, Universidad Veracruzana, Veracruz, México."
29332210,1,"R","Chaurasia","R","Department of Animal Biology, School of Life Sciences, University of Hyderabad, Prof. CR Rao Road, Gachibowli, Hyderabad, 500 046, India."
29332210,2,"K C","Thresiamma","KC","Departments of Biochemistry and Medicine, MOSC Medical College, Kerala, India."
29332210,3,"C K","Eapen","CK","Departments of Biochemistry and Medicine, MOSC Medical College, Kerala, India."
29332210,4,"B J","Zachariah","BJ","Departments of Biochemistry and Medicine, MOSC Medical College, Kerala, India."
29332210,5,"R","Paul","R","Departments of Biochemistry and Medicine, MOSC Medical College, Kerala, India."
29332210,6,"M","Sritharan","M","Department of Animal Biology, School of Life Sciences, University of Hyderabad, Prof. CR Rao Road, Gachibowli, Hyderabad, 500 046, India. mssl.uoh@nic.in."
29349716,1,"Melissa H","Pinna","MH","Universidade Federal da Bahia, Av. Adhemar de Barros, 500, Ondina, Salvador, Bahia, CEP: 40170-110, Brazil. melissahp@ufba.br."
29349716,2,"Gabriel","Martins","G","Laboratório de Bacteriologia Veterinária, Universidade Federal Fluminense, Rua Hernani Melo 101, São Domingos, Niterói, Rio de Janeiro, 24210-130, Brazil."
29349716,3,"Ana Paula","Loureiro","AP","Laboratório de Bacteriologia Veterinária, Universidade Federal Fluminense, Rua Hernani Melo 101, São Domingos, Niterói, Rio de Janeiro, 24210-130, Brazil."
29349716,4,"Walter","Lilenbaum","W","Laboratório de Bacteriologia Veterinária, Universidade Federal Fluminense, Rua Hernani Melo 101, São Domingos, Niterói, Rio de Janeiro, 24210-130, Brazil."
29350615,1,"Jademilson C","Santos","JC","Laboratório Especial de Desenvolvimento de Vacinas-Centro de Biotecnologia, Instituto Butantan, São Paulo, Brazil."
29350615,2,"Ana Lucia To","Nascimento","ALT","Laboratório Especial de Desenvolvimento de Vacinas-Centro de Biotecnologia, Instituto Butantan, São Paulo, Brazil."
29356240,1,"S","Samsudin","S","Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29356240,2,"S N S","Sakinah","SNS","Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29356240,3,"O","Malina","O","Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29356240,4,"B A","Norliza","BA","Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29356240,5,"M A","Noh","MA","Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29356240,6,"A","Fairuz","A","Bacteriology Unit, Institute for Medical Research, Kuala Lumpur, Malaysia."
29356240,7,"T Z M T","Jamaluddin","TZMT","Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29356240,8,"R A","Hamat","RA","Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29356240,9,"W M","Zahiruddin","WM","Department of Community Medicine, School of Medical Sciences, Universiti Sains Malaysia, Kelantan, Malaysia."
29356240,10,"S","Mohd Nazri","S","Department of Community Medicine, School of Medical Sciences, Universiti Sains Malaysia, Kelantan, Malaysia."
29356240,11,"S","Sukeri","S","Department of Community Medicine, School of Medical Sciences, Universiti Sains Malaysia, Kelantan, Malaysia."
29356240,12,"B D","Aziah","BD","Department of Community Medicine, School of Medical Sciences, Universiti Sains Malaysia, Kelantan, Malaysia."
29356240,13,"I","Zawaha","I","Health Promotion Unit, Penang State Health Department, Penang, Malaysia."
29356240,14,"A W","Zainudin","AW","Health Department of Federal Territory Kuala Lumpur & Putrajaya, Kuala Lumpur, Malaysia."
29356240,15,"N A","Munirah","NA","Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29356240,16,"M N","Desa","MN","Department of Biomedical Sciences, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29356240,17,"V","Neela","V","Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29356240,18,"S N","Masri","SN","Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Selangor, Malaysia."
29377078,1,"Johannes F","Dayrit","JF","Department of Dermatology, Research Institute for Tropical Medicine, Muntinlupa City, Philippines."
29377078,2,"Lunardi","Bintanjoyo","L","Department of Dermatology, Research Institute for Tropical Medicine, Muntinlupa City, Philippines."
29377078,3,"Louise K","Andersen","LK","Department of Dermatology and Venereology, Aarhus University Hospital, Aarhus, Denmark."
29377078,4,"Mark Dennis P","Davis","MDP","Department of Dermatology, Mayo Clinic in Minnesota, Rochester, Minnesota, USA."
29378539,1,"Vasantha Muthu","Muthuppalaniappan","VM","Department of Renal Medicine and Transplantation, The Royal London Hospital, Barts Health NHS Trust, London, UK. vasanthamuthu.muthuppalaniappan@bartshealth.nhs.uk."
29378539,2,"Ravindra","Rajakariar","R","Department of Renal Medicine and Transplantation, The Royal London Hospital, Barts Health NHS Trust, London, UK."
29378539,3,"Mark John","Blunden","MJ","Department of Renal Medicine and Transplantation, The Royal London Hospital, Barts Health NHS Trust, London, UK."
29388363,1,"V R","Brown","VR","Department of Biomedical Sciences, Colorado State University, Fort Collins, CO, USA."
29388363,2,"R A","Bowen","RA","Department of Biomedical Sciences, Colorado State University, Fort Collins, CO, USA."
29388363,3,"A M","Bosco-Lauth","AM","Department of Biomedical Sciences, Colorado State University, Fort Collins, CO, USA."
29398239,1,"V M","Asensio-Sánchez","VM","Servicio de Oftalmología, Hospital Clínico Universitario, Valladolid, España. Electronic address: victor_asensio@orangemail.es."
29398239,2,"B","Haro-Álvarez","B","Servicio de Oftalmología, Hospital Clínico Universitario, Valladolid, España."
29398239,3,"J","Herreras","J","Servicio de Oftalmología, Hospital Clínico Universitario, Valladolid, España."
29398239,4,"A","Martín-Prieto","A","Servicio de Oftalmología, Hospital Clínico Universitario, Valladolid, España."
29407239,1,"Muhammad Luqman","Sohail","ML","University College of Veterinary and Animal Sciences, The Islamia University of Bahawalpur, Pakistan. Electronic address: vet.luqman@gmail.com."
29407239,2,"Muhammad Sarwar","Khan","MS","Department of Clinical Medicine and Surgery, University of Veterinary and Animal Sciences, Lahore, Pakistan."
29407239,3,"Muhammad","Ijaz","M","Department of Clinical Medicine and Surgery, University of Veterinary and Animal Sciences, Lahore, Pakistan."
29407239,4,"Omer","Naseer","O","University College of Veterinary and Animal Sciences, The Islamia University of Bahawalpur, Pakistan."
29407239,5,"Zahida","Fatima","Z","Animal Sciences Division, Pakistan Agricultural Research Council, Islamabad, Pakistan."
29407239,6,"Abdullah Saghir","Ahmad","AS","Department of Parasitology, University of Veterinary and Animal Sciences, Lahore, Pakistan."
29407239,7,"Waqas","Ahmad","W","Department of Theriogenology, University of Veterinary and Animal Sciences, Lahore, Pakistan."
29407848,1,"Vahid","Garshasbi","V","Department of Microbiology, Pasteur Institute of Iran, Tehran, Iran."
29407848,2,"Saied Reza","Naddaf","SR","Department of Parasitology, Pasteur Institute of Iran, Tehran, Iran. Electronic address: naddaf@pasteur.ac.ir."
29407848,3,"Zohreh","Aghighi","Z","Department of Parasitology, Pasteur Institute of Iran, Tehran, Iran."
29407848,4,"Nayerreh","Hassan","N","Department of Parasitology, Pasteur Institute of Iran, Tehran, Iran."
29407848,5,"Mohammad","Pooya","M","Department of Molecular Biology, Pasteur Institute of Iran, Tehran, Iran."
29407848,6,"Ehsan","Mostafavi","E","Department of Epidemiology and Biostatistics, Research Center for Emerging and Reemerging Diseases, Pasteur Institute of Iran, Tehran, Iran."
29426412,1,"Valeria Carolina","Colombo","VC","Laboratorio de Ecología de Enfermedades, Instituto de Ciencias Veterinarias del Litoral (ICiVet - Litoral), UNL/CONICET, Esperanza, Santa Fe, 3080, Argentina. Electronic address: valecc1983@yahoo.com.ar."
29426412,2,"Ignacio","Gamietea","I","Instituto Nacional de Tecnología Agropecuaria (INTA), EEA San Pedro, B2930, Argentina."
29426412,3,"Sylvia Grune","Loffler","SG","Instituto Nacional de Tecnología Agropecuaria (INTA), CICVyA, Instituto de Patobiología, Laboratorio de Leptospirosis, Hurlingham, Buenos Aires, 1708, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina."
29426412,4,"Bibiana Fel","Brihuega","BF","Instituto Nacional de Tecnología Agropecuaria (INTA), CICVyA, Instituto de Patobiología, Laboratorio de Leptospirosis, Hurlingham, Buenos Aires, 1708, Argentina."
29426412,5,"Pablo Martin","Beldomenico","PM","Laboratorio de Ecología de Enfermedades, Instituto de Ciencias Veterinarias del Litoral (ICiVet - Litoral), UNL/CONICET, Esperanza, Santa Fe, 3080, Argentina."
29432801,1,"Shijun","Li","S","Guizhou Provincial Centre for Disease Control and Prevention, Guiyang, 550004, Guizhou, China; Department of Biomedical Sciences, Arthur A. Dugoni School of Dentistry, University of the Pacific, San Francisco, CA, 94103, USA. Electronic address: zjumedjun@163.com."
29432801,2,"Ming","Wang","M","Guizhou Provincial Centre for Disease Control and Prevention, Guiyang, 550004, Guizhou, China."
29432801,3,"David M","Ojcius","DM","Department of Biomedical Sciences, Arthur A. Dugoni School of Dentistry, University of the Pacific, San Francisco, CA, 94103, USA."
29432801,4,"Bijun","Zhou","B","College of Animal Science, Guizhou University, Guiyang, 550025, Guizhou, China."
29432801,5,"Weilin","Hu","W","Department of Medical Microbiology and Parasitology, College of Medicine, Zhejiang University, Hangzhou, 310058, Zhejing, China."
